05_Context
domain_key|section_key|domain_title|domain_definition|domain_scope|interpretation_guidance|intro_note|status|lookup_key
flow_state|05_Context|Flow State|Draft definition|Draft scope|Draft guidance|Draft intro|draft|flow_state::intro
06_Orientation
domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|orientation_title|orientation_summary|score_shape_summary|rank_1_phrase|rank_2_phrase|rank_3_phrase|rank_4_phrase|status|lookup_key
flow_state|deep_focus_physical_rhythm_creative_movement_social_exchange|graduated|deep_focus|physical_rhythm|creative_movement|social_exchange|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::deep_focus_physical_rhythm_creative_movement_social_exchange::graduated
flow_state|deep_focus_physical_rhythm_creative_movement_social_exchange|balanced|deep_focus|physical_rhythm|creative_movement|social_exchange|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::deep_focus_physical_rhythm_creative_movement_social_exchange::balanced
flow_state|deep_focus_physical_rhythm_social_exchange_creative_movement|concentrated|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|One signal is doing most of the work here. Deep focus is the clearest starting point for this result.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_physical_rhythm_social_exchange_creative_movement::concentrated
flow_state|deep_focus_physical_rhythm_social_exchange_creative_movement|paired|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Deep focus and Physical rhythm work as a pair.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_physical_rhythm_social_exchange_creative_movement::paired
flow_state|deep_focus_physical_rhythm_social_exchange_creative_movement|graduated|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_physical_rhythm_social_exchange_creative_movement::graduated
flow_state|deep_focus_physical_rhythm_social_exchange_creative_movement|balanced|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is focused time with one demanding problem.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_physical_rhythm_social_exchange_creative_movement::balanced
flow_state|deep_focus_social_exchange_creative_movement_physical_rhythm|concentrated|deep_focus|social_exchange|creative_movement|physical_rhythm|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Deep focus is the clearest starting point for this result.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::deep_focus_social_exchange_creative_movement_physical_rhythm::concentrated
flow_state|deep_focus_social_exchange_creative_movement_physical_rhythm|paired|deep_focus|social_exchange|creative_movement|physical_rhythm|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Deep focus and Social exchange work as a pair.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::deep_focus_social_exchange_creative_movement_physical_rhythm::paired
flow_state|deep_focus_social_exchange_creative_movement_physical_rhythm|graduated|deep_focus|social_exchange|creative_movement|physical_rhythm|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::deep_focus_social_exchange_creative_movement_physical_rhythm::graduated
flow_state|deep_focus_social_exchange_creative_movement_physical_rhythm|balanced|deep_focus|social_exchange|creative_movement|physical_rhythm|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::deep_focus_social_exchange_creative_movement_physical_rhythm::balanced
flow_state|deep_focus_social_exchange_physical_rhythm_creative_movement|concentrated|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Deep focus is the clearest starting point for this result.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_social_exchange_physical_rhythm_creative_movement::concentrated
flow_state|deep_focus_social_exchange_physical_rhythm_creative_movement|paired|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Deep focus and Social exchange work as a pair.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_social_exchange_physical_rhythm_creative_movement::paired
flow_state|deep_focus_social_exchange_physical_rhythm_creative_movement|graduated|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_social_exchange_physical_rhythm_creative_movement::graduated
flow_state|deep_focus_social_exchange_physical_rhythm_creative_movement|balanced|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep focus first|Start by looking at Deep focus. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow_state::deep_focus_social_exchange_physical_rhythm_creative_movement::balanced
flow_state|creative_movement_deep_focus_physical_rhythm_social_exchange|concentrated|creative_movement|deep_focus|physical_rhythm|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_deep_focus_physical_rhythm_social_exchange::concentrated
flow_state|creative_movement_deep_focus_physical_rhythm_social_exchange|paired|creative_movement|deep_focus|physical_rhythm|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Deep focus work as a pair.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_deep_focus_physical_rhythm_social_exchange::paired
flow_state|creative_movement_deep_focus_physical_rhythm_social_exchange|graduated|creative_movement|deep_focus|physical_rhythm|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_deep_focus_physical_rhythm_social_exchange::graduated
flow_state|creative_movement_deep_focus_physical_rhythm_social_exchange|balanced|creative_movement|deep_focus|physical_rhythm|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_deep_focus_physical_rhythm_social_exchange::balanced
flow_state|creative_movement_deep_focus_social_exchange_physical_rhythm|concentrated|creative_movement|deep_focus|social_exchange|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_deep_focus_social_exchange_physical_rhythm::concentrated
flow_state|creative_movement_deep_focus_social_exchange_physical_rhythm|paired|creative_movement|deep_focus|social_exchange|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Deep focus work as a pair.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_deep_focus_social_exchange_physical_rhythm::paired
flow_state|creative_movement_deep_focus_social_exchange_physical_rhythm|graduated|creative_movement|deep_focus|social_exchange|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_deep_focus_social_exchange_physical_rhythm::graduated
flow_state|creative_movement_deep_focus_social_exchange_physical_rhythm|balanced|creative_movement|deep_focus|social_exchange|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_deep_focus_social_exchange_physical_rhythm::balanced
flow_state|creative_movement_physical_rhythm_deep_focus_social_exchange|concentrated|creative_movement|physical_rhythm|deep_focus|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_physical_rhythm_deep_focus_social_exchange::concentrated
flow_state|creative_movement_physical_rhythm_deep_focus_social_exchange|paired|creative_movement|physical_rhythm|deep_focus|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Physical rhythm work as a pair.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_physical_rhythm_deep_focus_social_exchange::paired
flow_state|creative_movement_physical_rhythm_deep_focus_social_exchange|graduated|creative_movement|physical_rhythm|deep_focus|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_physical_rhythm_deep_focus_social_exchange::graduated
flow_state|creative_movement_physical_rhythm_deep_focus_social_exchange|balanced|creative_movement|physical_rhythm|deep_focus|social_exchange|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::creative_movement_physical_rhythm_deep_focus_social_exchange::balanced
flow_state|creative_movement_physical_rhythm_social_exchange_deep_focus|concentrated|creative_movement|physical_rhythm|social_exchange|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_physical_rhythm_social_exchange_deep_focus::concentrated
flow_state|creative_movement_physical_rhythm_social_exchange_deep_focus|paired|creative_movement|physical_rhythm|social_exchange|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Physical rhythm work as a pair.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_physical_rhythm_social_exchange_deep_focus::paired
flow_state|creative_movement_physical_rhythm_social_exchange_deep_focus|graduated|creative_movement|physical_rhythm|social_exchange|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_physical_rhythm_social_exchange_deep_focus::graduated
flow_state|creative_movement_physical_rhythm_social_exchange_deep_focus|balanced|creative_movement|physical_rhythm|social_exchange|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What gives it momentum: movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_physical_rhythm_social_exchange_deep_focus::balanced
flow_state|creative_movement_social_exchange_deep_focus_physical_rhythm|concentrated|creative_movement|social_exchange|deep_focus|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_social_exchange_deep_focus_physical_rhythm::concentrated
flow_state|creative_movement_social_exchange_deep_focus_physical_rhythm|paired|creative_movement|social_exchange|deep_focus|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Social exchange work as a pair.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_social_exchange_deep_focus_physical_rhythm::paired
flow_state|creative_movement_social_exchange_deep_focus_physical_rhythm|graduated|creative_movement|social_exchange|deep_focus|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_social_exchange_deep_focus_physical_rhythm::graduated
flow_state|creative_movement_social_exchange_deep_focus_physical_rhythm|balanced|creative_movement|social_exchange|deep_focus|physical_rhythm|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow_state::creative_movement_social_exchange_deep_focus_physical_rhythm::balanced
flow_state|creative_movement_social_exchange_physical_rhythm_deep_focus|concentrated|creative_movement|social_exchange|physical_rhythm|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Creative movement is the clearest starting point for this result.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_social_exchange_physical_rhythm_deep_focus::concentrated
flow_state|creative_movement_social_exchange_physical_rhythm_deep_focus|paired|creative_movement|social_exchange|physical_rhythm|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Creative movement and Social exchange work as a pair.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_social_exchange_physical_rhythm_deep_focus::paired
flow_state|creative_movement_social_exchange_physical_rhythm_deep_focus|graduated|creative_movement|social_exchange|physical_rhythm|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_social_exchange_physical_rhythm_deep_focus::graduated
flow_state|creative_movement_social_exchange_physical_rhythm_deep_focus|balanced|creative_movement|social_exchange|physical_rhythm|deep_focus|Creative movement first|Start by looking at Creative movement. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is ideas, expression, and new possibilities.|What helps you test it: conversation, feedback, and shared thinking.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow_state::creative_movement_social_exchange_physical_rhythm_deep_focus::balanced
flow_state|physical_rhythm_deep_focus_creative_movement_social_exchange|concentrated|physical_rhythm|deep_focus|creative_movement|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::physical_rhythm_deep_focus_creative_movement_social_exchange::concentrated
flow_state|physical_rhythm_deep_focus_creative_movement_social_exchange|paired|physical_rhythm|deep_focus|creative_movement|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Deep focus work as a pair.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::physical_rhythm_deep_focus_creative_movement_social_exchange::paired
flow_state|physical_rhythm_deep_focus_creative_movement_social_exchange|graduated|physical_rhythm|deep_focus|creative_movement|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow_state::physical_rhythm_deep_focus_creative_movement_social_exchange::graduated
